Course Title,Course Description,Antirequisites,Prerequisites,Extra Information,Course Weight,Subject
"Media, Information and Technoculture 4032F/G SPECIAL TOPICS IN MEDIA, INFORMATION AND TECHNOCULTURE",Students may be required to do in-depth projects and/or seminar presentations in the senior Special Topics courses.,,,3 lecture hours.,0.50,"Media, Information and Technoculture"
"Media, Information and Technoculture 4033F/G SPECIAL TOPICS IN MEDIA, INFORMATION AND TECHNOCULTURE",Students may be required to do in-depth projects and/or seminar presentations in the senior Special Topics courses.,,,3 lecture hours.,0.50,"Media, Information and Technoculture"
"Media, Information and Technoculture 4034F/G SPECIAL TOPICS IN MEDIA, INFORMATION AND TECHNOCULTURE",Students may be required to do in-depth projects and/or seminar presentations in the senior Special Topics courses.,,,3 lecture hours.,0.50,"Media, Information and Technoculture"
"Media, Information and Technoculture 4035F/G SPECIAL TOPICS IN MEDIA, INFORMATION AND TECHNOCULTURE",Students may be required to do in-depth projects and/or seminar presentations in the senior Special Topics courses.,,,3 lecture hours.,0.50,"Media, Information and Technoculture"
"Media, Information and Technoculture 4036F/G SPECIAL TOPICS IN MEDIA, INFORMATION AND TECHNOCULTURE",Students may be required to do in-depth projects and/or seminar presentations in the senior Special Topics courses.,,,3 lecture hours.,0.50,"Media, Information and Technoculture"
"Media, Information and Technoculture 4037F/G SPECIAL TOPICS IN MEDIA, INFORMATION AND TECHNOCULTURE",Students may be required to do in-depth projects and/or seminar presentations in the senior Special Topics courses.,,,3 lecture hours.,0.50,"Media, Information and Technoculture"
"Media, Information and Technoculture 4038F/G SPECIAL TOPICS IN MEDIA, INFORMATION AND TECHNOCULTURE",Students may be required to do in-depth projects and/or seminar presentations in the senior Special Topics courses.,,,3 lecture hours.,0.50,"Media, Information and Technoculture"
"Media, Information and Technoculture 4039F/G SPECIAL TOPICS IN MEDIA, INFORMATION AND TECHNOCULTURE",Students may be required to do in-depth projects and/or seminar presentations in the senior Special Topics courses.,,,3 lecture hours.,0.50,"Media, Information and Technoculture"
"Media, Information and Technoculture 4999F/G MEDIA AND THE  PUBLIC INTEREST PRACTICUM","This course combines work in the field of public interest media, participation in a special seminar and theoretically informed paper or project based on the practicum experience.",,,A maximum of 15 hours of class time and a minimum of 40 hours placement.  The MPI Practicum will be evaluated on a Pass/Fail basis with the option of a Pass with Distinction.,0.50,"Media, Information and Technoculture"
Medical Health Informatics 4100F HEALTH INFORMATICS,"Fundamentals of Health Informatics including an overview of the health care system; computer systems; communications/ information theory; data types, standards, quality, uses and users; and HI applications. Uses of computers in health care with emphasis on various clinical support and clinical information systems and the electronic health record and its achievability.",,,"2 lecture hours, 2 laboratory/tutorial hours.",0.50,Medical Health Informatics
Medical Health Informatics 4110G HEALTH INFORMATION MANAGEMENT,"The flow, management and use of health data across integrated health facilities, clinical information systems and the care continuum will be examined. Implementation of complex health information systems will be explored, including security and privacy of health information, adoption of new technologies, team and project management.",,Medical Health Informatics 4100F,2 lecture hours.,0.50,Medical Health Informatics
Medical Health Informatics 4980E SEMINAR AND RESEARCH PROJECT,"Major research project and weekly seminar course for the Honors Specialization in Medical Health Informatics. Includes: i) theory and practice of research methodology and critical appraisal of research literature, ii) an independent research project supervised by faculty, and iii) preparation of a research proposal and final written research project report.",,,Minimum 12 laboratory hours per week plus 3 seminar hours per week.,1.50,Medical Health Informatics
Physics 0010 INTRODUCTION TO PHYSICS,"An introduction to the concepts and theories of physics. Topics covered include the laws of dynamics and energy transformations; electrical, gravitational, and magnetic fields; electromagnetic radiation; and the interface between energy and matter. Students will also develop inquiry skills, and an understanding of the scientific method.",,,"2 lecture hours, 3 laboratory/tutorial hours.",1.00,Physics
Physics 1021 CONCEPTUAL PHYSICS FOR NON-SCIENTISTS,"The concepts of physics are presented without mathematics. The topics include motion, force, mass, energy, momentum, rotational motion, heat, sound, electricity, magnetism, optics, lasers, and relativity. Demonstrations are an important component. This non-laboratory course is particularly suitable for Arts and Humanities and Social Science students.","Physics 1028A/B, Physics 1029A/B, Physics 1301A/B, Physics 1302A/B, Physics 1401A/B, Physics 1402A/B, Physics 1501A/B, Physics 1502A/B",,2 lecture hours.,1.00,Physics
Physics 1028A/B PHYSICS FOR THE BIOLOGICAL SCIENCES I,"Fundamental physics concepts are introduced with an emphasis on applications in biological processes. Topics include bioenergetics (metabolism and respiration), membranes, electrical properties of molecules and principles of microscopy.","Physics 1021, Physics 1301A/B, Physics 1302A/B, Physics 1401A/B, Physics 1402A/B, Physics 1501A/B, Physics 1502A/B",Mathematics 0110A/B,"3 lecture hours, 3 laboratory/tutorial hours.",0.50,Physics
Physics 1029A/B PHYSICS FOR THE BIOLOGICAL SCIENCES II,"Fundamental physics concepts are introduced with an emphasis on applications in biological processes. Topics include: nerve electricity, the eye and color vision, elasticity and sound, the cardiovascular system and biomechanics.","Physics 1021, Physics 1302A/B, Physics 1402A/B, Physics 1502A/B","Physics 1028A/B, Physics 1301A/B, Physics 1401A/B, Physics 1501A/B","3 lecture hours, 3 laboratory/ tutorial hours.",0.50,Physics
Physics 1301A/B INTRODUCTORY PHYSICS I,"An introductory calculus-based laboratory course in physics covering the foundational principles of kinematics, force and motion, energy, linear momentum, rotation, torque and angular momentum, gravitation, fluids.","Physics 1021, Physics 1028A/B, Physics 1401A/B, Physics 1501A/B",Mathematics 0110A/B,"3 lecture hours, 3 laboratory/tutorial hours.Note: The department recommends that students also take a concurrent course that includes Calculus. This course, together with is a suitable prerequisite for modules having an introductory physics requirement (including modules in the Faculty of Science, modules offered by the basic Medical Science departments, and professional schools having a physics requirement).",0.50,Physics
Physics 1302A/B INTRODUCTORY PHYSICS II,"An introductory calculus-based laboratory course in physics covering the foundational principles of oscillations, waves, electric fields and potential, DC circuits, magnetic fields, magnetic induction.","Physics 1021, Physics 1029A/B, Physics 1402A/B, Physics 1502A/B","Physics 1301A/B, Physics 1401A/B, Physics 1501A/B, Physics 1028A/B","3 lecture hours, 3 laboratory/tutorial hours.Note: The department recommends that students also take a concurrent course that includes Calculus. This course, together with is a suitable prerequisite for modules having an introductory physics requirement (including modules in the Faculty of Science, modules offered by the basic Medical Science departments, and professional schools having a physics requirement).",0.50,Physics
Physics 1401A/B PHYSICS FOR ENGINEERING STUDENTS I,"An introductory calculus-based laboratory course in physics covering the foundational principles of kinematics, force and motion, energy, linear momentum, rotation, torque and angular momentum, gravitation, fluids.","Physics 1021, Physics 1028A/B, Physics 1301A/B, Physics 1501A/B",Mathematics 0110A/B,"3 lecture hours, 3 laboratory/tutorial hours.Note: Registration is restricted to students in the Faculty of Engineering.",0.50,Physics
Physics 1402A/B PHYSICS FOR ENGINEERING STUDENTS II,"An introductory calculus-based laboratory course in physics covering the foundational principles of oscillations, waves, electric fields and potential, DC circuits, magnetic fields, magnetic induction.","Physics 1021, Physics 1029A/B, Physics 1302A/B, Physics 1502A/B",Physics 1401A/B,"3 lecture hours, 3 laboratory/tutorial hours.Note: Registration is restricted to students in the Faculty of Engineering.",0.50,Physics
Physics 1501A/B ENRICHED INTRODUCTORY PHYSICS I,"A calculus-based laboratory course for students intending to pursue further studies in science, particularly the physical sciences. Newton's laws, energy, linear momentum, rotations and angular momentum, gravitation and planetary motion.","Physics 1021, Physics 1028A/B, Physics 1301A/B, Physics 1401A/B",,"3 lecture hours, 3 laboratory/tutorial hours.Note: This course, together with is a suitable prerequisite for all modules in the Faculty of Science, for all modules offered by the basic medical science departments and for professional schools having a Physics requirement.",0.50,Physics
Physics 1502A/B ENRICHED INTRODUCTORY PHYSICS II,"A calculus-based laboratory course for students intending to pursue further studies in science, particularly the physical sciences. Relativity, the electromagnetic interaction, the strong and weak interactions, oscillations and waves.","Physics 1021, Physics 1029A/B, Physics 1302A/B, Physics 1402A/B","Physics 1501A/B, Physics 1301A/B, Physics 1401A/B, Physics 1028A/B, Calculus 1000A/B, Calculus 1500A/B, Calculus 1501A/B, Calculus 1301A/B, Applied Mathematics 1413","3 lecture hours, 3 laboratory/tutorial hours.Note: This course, together with is a suitable prerequisite for all modules in the Faculty of Science, for modules offered by the basic medical science departments and for professional schools having a Physics requirement.",0.50,Physics
Physics 2032A/B THE PHYSICS OF MUSIC AND SOUND,Designed for non-science students. Fascinating physical insight into: intriguing properties of sound waves; harmony of the cosmos and scales; colour of sound of musical instruments; generation and perception of musical sound. Acquaintance with musical notation is advantageous. May not be taken for credit by students in the Faculty of Science.,,,3 lecture hours.,0.50,Physics
Physics 2065A/B GOING FASTER AND FARTHER: THE SCIENCE OF THE SPORTING ENVIRONMENT,"The athlete's goal is typically to go faster or throw farther than the competition. Designed for non-science students, this course will highlight examples in many different sports where an understanding of physical principles has helped in 'cheating' the wind or the water to improve performance.","Physics 1028A/B, Physics 1301A/B, Physics 1401A/B, Physics 1501A/B",,2 lecture hours.  May not be taken for credit by students in the Faculty of Science.,0.50,Physics
Physics 2070A/B UNDERSTANDING EARTH'S ATMOSPHERE,"This course is designed for non-science students and examines the atmosphere in which we live, how it affects our everyday life, and how we in turn, as the technologically dominant earth-borne species, affect it. Atmospheric phenomena such as wind, temperature, composition, precipitation and electricity are used to illustrate basic physical principles.","Physics 1028A/B, Physics 1301A/B, Physics 1401A/B, Physics 1501A/B",,2 lecture hours.  May not be taken for credit by students in the Faculty of Science.,0.50,Physics
Physics 2101A/B INTERMEDIATE PHYSICS,"Maxwell's equations, electromagnetic waves and induction, geometric optics, the propagation of light, thermal properties of matter and the laws of thermodynamics.",,"Physics 1301A/B, Physics 1401A/B, Physics 1501A/B, Physics 1028A/B, Physics 1302A/B, Physics 1402A/B, Physics 1502A/B, Physics 1029A/B, Calculus 1000A/B, Calculus 1500A/B, Calculus 1301A/B, Calculus 1501A/B, Applied Mathematics 1413","3 lecture hours, 1 tutorial hour.",0.50,Physics
Physics 2102A/B INTRODUCTION TO MODERN PHYSICS,"Introduction to quantum mechanics, wave-particle duality, atomic physics, nuclear physics, particle physics and the origins of the universe.",,"Physics 1301A/B, Physics 1401A/B, Physics 1501A/B, Physics 1028A/B, Physics 1302A/B, Physics 1402A/B, Physics 1502A/B, Physics 1029A/B, Calculus 1000A/B, Calculus 1500A/B, Calculus 1301A/B, Calculus 1501A/B, Applied Mathematics 1413","3 lecture hours, 1 tutorial hour.",0.50,Physics
Physics 2110A/B OSCILLATIONS AND WAVES,"A unified treatment of oscillatory and wave motion, with examples from mechanics, electromagnetism, optics and materials science. Topics include simple harmonic motion, forced oscillations and resonance, coupled oscillations, transverse waves on strings and in crystals, longitudinal waves in gases and solids, electromagnetic waves, Fourier methods, nonlinear oscillations and chaos.",,"Physics 1301A/B, Physics 1401A/B, Physics 1501A/B, Physics 1028A/B, Physics 1302A/B, Physics 1402A/B, Physics 1502A/B, Physics 1029A/B, Calculus 1000A/B, Calculus 1500A/B, Calculus 1301A/B, Calculus 1501A/B, Applied Mathematics 1413, Pre-or Corequisite(s):, Mathematics 1600A/B","3 lecture hours, 2 laboratory/tutorial hours.",0.50,Physics
Physics 2810A/B PHYSICAL PROPERTIES OF MATERIALS,"The properties of materials are described in terms of their atomic structure and interatomic bonding. The basic physical principles underlying mechanical, electrical, and magnetic properties are discussed in the context of modern materials including polymers and semiconductors.",Materials Science 2810A/B,"Calculus 1000A/B, Calculus 1500A/B, Calculus 1301A/B, Calculus 1501A/B, Applied Mathematics 1413, Physics 1028A/B, Physics 1301A/B, Physics 1401A/B, Physics 1501A/B, Physics 1029A/B, Physics 1302A/B, Physics 1402A/B, Physics 1502A/B",3 lecture hours.,0.50,Physics
Physics 2910F/G INTRODUCTION TO PHYSICAL MEASUREMENT,"Students will gain an introduction to experimental techniques through experiments on electricity and magnetism, and modern physics. Concurrent lectures will cover circuit theory and experimental design.",,"Physics 1301A/B, Physics 1401A/B, Physics 1501A/B, Physics 1028A/B, Physics 1302A/B, Physics 1402A/B, Physics 1502A/B, Physics 1029A/B, Calculus 1000A/B, Calculus 1500A/B, Calculus 1301A/B, Calculus 1501A/B, Applied Mathematics 1413","3 lecture hours, 3 laboratory hours.",0.50,Physics
Physics 2950Y YEAR TWO SEMINAR,"A forum for students to meet the third and fourth year students and faculty in an informal setting. We will discuss research areas, practise giving and critiquing talks, and provide information on careers.",,,"1 lecture hour, 0.5 course.",0,Physics
Physics 3151A/B CLASSICAL MECHANICS I,"This course provides students with the tools to tackle more complex problems than those covered in introductory mechanics. D'Alembert's principle, principle of least action, Lagrange's equations, Hamilton's equations, Poisson brackets, canonical transformations, central forces, rigid bodies, oscillations. Optional topics including: special relativity, Hamilton-Jacobi theory, constrained systems, field theory.",Applied Mathematics 3151A/B,"Physics 1028A/B, Physics 1301A/B, Physics 1401A/B, Physics 1501A/B, Physics 1029A/B, Physics 1302A/B, Physics 1402A/B, Physics 1502A/B, Calculus 2303A/B, Calculus 2503A/B, Applied Mathematics 2402A, Applied Mathematics 2270A/B",3 lecture hours.,0.50,Physics
Physics 3200A/B QUANTUM MECHANICS 1,"The Schrodinger equation in one dimension, wave packets, stationary states, the harmonic oscillator, the postulates of Quantum Mechanics, operators and eigenvalue equations, angular momentum, the hydrogen atom.",Chemistry 3374A/B,"Physics 2101A/B, Physics 2102A/B, Physics 2110A/B",3 lecture hours.,0.50,Physics
Physics 3300A/B ELECTROMAGNETIC THEORY I,"A study of static electric and magnetic fields using vector calculus; time varying electric and magnetic fields, Maxwell's equations, electric and magnetic fields in matter.",,"Physics 2101A/B, Physics 2102A/B",3 lecture hours.,0.50,Physics
Physics 3380A/B OPTICS AND PHOTONICS,"An introduction to the principles of optics and modern optical devices. Topics include geometrical optics, interference, diffraction, reflection, transmission, and polarization, modulation of light waves, fiber-optical light guides, optical communication systems, integrated optics.",,"Physics 2101A/B, Physics 2810A/B, Materials Science 2810A/B, Calculus 2302A/B, Calculus 2502A/B",3 lecture hours.  Typically offered in alternate years only.,0.50,Physics
Physics 3400A/B INTRODUCTION TO THERMAL PHYSICS,"Thermodynamics applied to classical and quantum systems. Thermodynamic laws, interactions, engines, phase transformations of pure substances, Boltzmann statistics, simple quantum systems.",,"Physics 2101A/B, Physics 2102A/B, Physics 2110A/B",3 lecture hours.,0.50,Physics
Physics 3809A/B BIOLOGICAL MATERIALS,"Composition of biomaterials: chemical bonds, functional groups; water: pH, buffer; DNA: genetic code, amino acids; proteins: primary,  secondary, tertiary structure; lipids: phase diagrams, monolayers, LB technology, double layers, biomembranes, function, physical properties, electrical properties, Gouy-Chapman theory, Nernst potential, transport proteins; the cell: energy and energy storage, muscle and nerve cells.",,"Physics 2810A/B, Materials Science 2810A/B",3 lecture hours. Typically offered in alternate years only.,0.50,Physics
Physics 3900F/G/Z SENIOR PHYSICS LABORATORY,"A senior physics laboratory designed to familiarize the student with the basic concepts of modern physics, with emphasis on the development of experimental skills and including an introduction to computer programming and its use in experimental analysis.",,Physics 2910F/G,6 laboratory hours.,0.50,Physics
Physics 3926F/G COMPUTER SIMULATIONS IN PHYSICS,"A project-oriented computation course using applications of numerical methods to problems in medical physics, science of materials, atmospheric physics and astrophysics. Projects will involve choosing a physical problem, posing scientific questions, and implementing a computer simulation. Techniques for programming, analysis, and presentation will be developed.",Applied Mathematics 3911F/G,"Physics 2101A/B, Physics 2102A/B, Physics 2110A/B, Physics 2910F/G, Calculus 2303A/B, Calculus 2503A/B","3 lecture hours, 2 laboratory hours.",0.50,Physics
Physics 3950Y/Y YEAR THREE SEMINAR,"A forum for students to meet the second and fourth year students and faculty in an informal setting. We will discuss research areas, practise giving and critiquing talks, and provide information on careers.",,,1 lecture hour.,0,Physics
Physics 4180A/B PHYSICAL FLUID DYNAMICS,"Kinematics and conservation laws, ideal fluids, the Euler equations, irrotational flow, the Navier-Stokes equations, viscous flow, waves, instabilities.",,"Physics 2101A/B, Physics 2102A/B, Physics 2110A/B, Applied Mathematics 2402A",3 lecture hours.,0.50,Physics
Physics 4251A/B QUANTUM PHYSICS II,"Potential scattering, spin, addition of angular momenta, stationary and time-dependent perturbation theory, systems of identical particles, applications to atomic, molecular, solid state, nuclear, particle and atmospheric physics.",Applied Mathematics 4251A,Physics 3200A/B,3 lecture hours.,0.50,Physics
Physics 4351A/B ELECTROMAGNETIC THEORY II,Maxwell's equations; conservation laws; electromagnetic waves and waveguides; electromagnetic radiation; relativistic formulation of electrodynamics.,,Physics 3300A/B,3 lecture hours.,0.50,Physics
Physics 4551A/B INTRODUCTION TO ELEMENTARY PARTICLES,Phenomenology; conservation laws and invariance principles; analysis of reactions and decays; the identification of particles; the particle spectrum; unitary symmetry; quarks; models of strong interaction dynamics.,Applied Mathematics 4551A/B,,3 lecture hours.,0.50,Physics
Physics 4662A/B MAGNETIC RESONANCE IMAGING,"Concepts from electromagnetic theory, quantum mechanics and statistical mechanics will be applied to illuminate the principles and techniques of nuclear magnetic resonance (NMR). Applications of NMR to materials science, chemistry, and medicine will be discussed.",,Physics 2102A/B,3 lecture hours.,0.50,Physics
Physics 4672A/B RADIOLOGICAL PHYSICS,An introduction to the instrumentation and techniques of radiation therapy.,,,3 lecture hours.,0.50,Physics
Physics 4700A/B ATMOSPHERES,"Physical principles are used to investigate the dynamics, thermodynamics and composition of  atmospheres with primary focus on Earth. Planetary atmospheres will be discussed in relation to Earth's atmosphere.",,"Physics 2101A/B, Physics 2102A/B, Physics 2110A/B, Applied Mathematics 2402A, Pre-or Corequisite(s):, Applied Mathematics 3815A/B",3 lecture hours.,0.50,Physics
Physics 4810A/B ELECTRONIC MATERIALS AND DEVICES,"An introduction to the principles governing modern electronic devices. Topics include crystal structure (lattices, reciprocal lattices, X-ray diffraction), lattice vibrations (phonons, thermal properties), metals (free-electron model, energy bands), semiconductors (band gaps, mobility, doping), and semiconductor devices (diodes, transistors, device fabrication).",,"Physics 2102A/B, Physics 2810A/B, Materials Science 2810A/B, Calculus 2302A/B, Calculus 2502A/B",3 lecture hours. Typically offered in alternate years only.,0.50,Physics
Physics 4850A/B NANOMATERIALS,"Synthesis, properties, characterization and application of materials structured on the nanometer scale. Fabrication methods including epitaxy, lithography, and self-assembly. Optical and electronic properties of nanomaterials including carbon nanotubes, quantum dots, nanoparticles. Interaction with electrons and photons. Characterization methods, including electron microscopy, scanning probe microscopy, X-ray photoelectron spectroscopy, plasmon resonance.",,"Physics 2102A/B, Physics 2810A/B, Calculus 2302A/B, Calculus 2502A/B",3 lecture hours. Typically offered in alternate years only.,0.50,Physics
Physics 4950Y YEAR FOUR SEMINAR,"A forum for students to meet the second and third year students and faculty in an informal setting. We will discuss research areas, practise giving and critiquing talks, and provide information on careers.",,,1 lecture hour.,0,Physics
Physics 4999E HONORS RESEARCH,"The student will work on a research project, either experimental or theoretical, under faculty supervision, and present the results in a written report and in a seminar.",,,1.0 course.,1.00,Physics
Science 3377A/B PROJECT MANAGEMENT FOR THE SCIENCES,"Fundamental techniques, theories, and tools for managing successful projects in the Sciences. Project management standards and life cycles; resourcing, scheduling and estimating techniques for project management; project management organizational concerns, including project economic analysis, human resources, proposal development, risk management, funding models, procurement, and strategic alignments.","Computer Science 3377A/B, Software Engineering 3351A/B",,3 lecture hours.,0.50,Science
"Science 3391 INTERNSHIP: PLANNING, PRACTICUM AND PROSPECTS","A series of workshops prepares students for an applied professional learning experience. Using an application/interview process, students are selected for a 8-16 month work term in a sponsoring agency approved by the Faculty of Science. During the work term, students will complete an interim report, and following the work term, interns must complete a written report and oral presentation on work undertaken during the internship.",,,"Pass/Fail.Credit for this course will not be given unless a minimum 8 month internship and all other mandatory components have been completed. This course may not be used as a substitute for any other course in the Faculty of Science or the Schulich School of Medicine & Dentistry. On successful completion, credit for the course will be given in the year in which initial registration in the course took place which is usually in Year 3.",1.00,Science
Science 3393 INTERNSHIP WORK TERM,"The activities, reports and other contractual obligations of a minimum 8 month internship work term recognized and approved by the Faculty of Science.",,Science 3391,"Pass/Fail.Note: (1) Since Internships are not currently available to international students, they are not permitted to register in this course; (2) This course cannot be included in the number of courses counted toward any module or program; (3) Successful completion of and will be recognized on a student's transcript.",3.00,Science
Science 3394 INTERNSHIP WORK TERM,"The activities, reports and other contractual obligations of a 9-12 month internship work term recognized and approved by the Faculty of Science.",,Science 3391,"Pass/Fail.Note: (1) Since Internships are not currently available to international students, they are not permitted to register in this course; (2) This course cannot be included in the number of courses counted toward any module or program; (3) Successful completion of and will be recognized on a student's transcript.",3.00,Science
Science 3395 INTERNSHIP WORK TERM,"The activities, reports and other contractual obligations of a 13-16 month internship work term recognized and approved by the Faculty of Science.",,Science 3391,"Pass/Fail.Note: (1) Since Internships are not currently available to international students, they are not permitted to register in this course; (2) This course cannot be included in the number of courses counted toward any module or program; (3) Successful completion of and will be recognized on a student's transcript.",3.00,Science
Science 3396 INTERNSHIP WORK TERM,"The activities, reports and other contractual obligations of a second 8-month internship work term (with a new employer) recognized and approved by the Faculty of Science.",,Science 3391,"Pass/Fail.Note: (1) Since Internships are not currently available to international students, they are not permitted to register in this course; (2) This course cannot be included in the number of courses counted toward any module or program; (3) Successful completion of and will be recognized on a student's transcript.",3.00,Science
Science 3999A/B/Y EXPERIENTIAL LEARNING,"Experiential- or service-learning (learning through practical experience) opportunities such as Western Heads East, which result in tangible and quantifiable academic value, may be recognized for course credit. Students must pre-apply for conditional approval. See note for details.",,,"Pass/Fail.NOTE: Academic credit will be given for the course in the same academic year in which approval was given. Students must consult with the Dean of the Faculty/School (or designate) prior to departure and present a detailed study/research/work plan. The Dean, in consultation with appropriate departmental advisers (if necessary) will provide the student with detailed criteria which must be fulfilled in order to gain credit for the course. These criteria (in the form of a `contract` to be signed by the student and the Dean), may include, but are not limited to: a detailed report of results (with a specified format/length), a detailed diary or electronic submission, a reflection on the learning experience, an oral presentation to peers and faculty. A deadline date for submission will also be specified.The student will report to the Dean upon return or completion of the experience. No credit will be given without prior approval of the Dean and a failing grade will be assigned if students do not fulfill the pre-approved reporting arrangement. A 'lab course' credit may be given under appropriate circumstances as determined by the Dean. This course may not be used as a substitute for any other course offered by the Faculty of Science, but will count towards the 15.0 or 20.0 courses required for graduation.",0.50,Science
Software Engineering 2203A/B SOFTWARE DESIGN,"Object Oriented Design (OOD) using the Unified Modeling Language. Importance of the design process in the software life cycle. Review of traditional software design methods leading into fundamental OOD principles and practices. Reusability, use of tool sets and standards are stressed. Brief coverage of user-interface design, real-time and distributed systems, architectural design.",Computer Science 2212A/B/Y,"Computer Science 1026A/B, Engineering Science 1036A/B, Computer Science 1027A/B, Computer Science 1037A/B","3 lecture hours, 3 laboratory hours.",0.50,Software Engineering
Software Engineering 2205A/B ALGORITHMS & DATA STRUCTURE FOR OBJECT-ORIENTED DESIGN,"Survey of important computer algorithms and related data structures used in object-oriented software engineering. Design, performance analysis and implementation of such algorithms, stressing their practical use and performance certification of large software applications. Understand how to ""seal"" designs to guarantee performance goals and insure that all error conditions are caught.",Computer Science 2210A/B,"Computer Science 1026A/B, Engineering Science 1036A/B, Computer Science 1027A/B, Computer Science 1037A/B","3 lecture hours, 2 laboratory hours.",0.50,Software Engineering
Software Engineering 2250A/B SOFTWARE CONSTRUCTION,"Provides an in depth look at the implementation and test phases of the software construction process. This project based course provides hands-on experience on various aspects of software construction including practical experience on software construction tool chain, testing and debugging tools as well as change management tools.",,"Computer Science 1026A/B, Engineering Science 1036A/B, Computer Science 1037A/B","2 lecture hours, 2 laboratory hours",0.50,Software Engineering
Software Engineering 3309A/B DATABASE MANAGEMENT SYSTEMS,"The focus is to teach database fundamentals required in the development and evolution of most software applications by providing a basic introduction to the principles of relational database management systems such as Entity-Relationship approach to data modeling, relational model of database management systems and the use of query languages.","Computer Science 3319A/B, Computer Science 3120A/B","SE 2203A/B, SE 2205A/B","3 lecture hours/week, 2 laboratory hours/week",0.50,Software Engineering
Software Engineering 3310A/B THEORETICAL FOUNDATIONS OF SOFTWARE ENGINEERING,"An investigation into the theoretical foundations of Software Engineering including automata theory, computability, analysis of algorithms and the application of formal specification methods to software specification.","Computer Science 3331A/B, Computer Science 3340A/B",,"3 lecture hours, 2 tutorial hours.",0.50,Software Engineering
Software Engineering 3313A/B OPERATING SYSTEMS FOR SOFTWARE ENGINEERNG,"Theory and construction of operating systems, including real-time and embedded systems aspect from an engineering point of view, stressing performance measurement and metrics. Quality of Service issues leading to certification that an operating system will satisfy hard real-time constraints.",Computer Science 3305A/B,"SE 2203A/B, SE 2205A/B, Computer Science 2210A/B","3 lecture hours, 2 laboratory hours",0.50,Software Engineering
Software Engineering 3314A/B COMPUTER NETWORKS APPLICATIONS,"This course examines and introduces advanced concepts in computer network and data communications. Topics include mobile and wireless data communications, multimedia networking, network management, distributed computing and clusters, and peer to peer network applications.",,ECE 4436A/B,"3 lecture hours, 2 laboratory hours",0.50,Software Engineering
Software Engineering 3316A/B WEB TECHNOLOGIES,"Technologies, protocols and architectures of the Internet. From HTML, XML, JavaScript to paradigms such as ReST and AJAX and software frameworks for developing modern web applications and integrating services from 3rd parties. We will also look at semantic web, business implications of these protocols as well as legal, ethical and social issues surrounding these technologies.",,"SE 2205A/B, Computer Science 2210A/B, ECE 4436A/B, Computer Science 3357A/B","3 lecture hours, 2 laboratory hours.",0.50,Software Engineering
Software Engineering 3350A/B SOFTWARE ENGINEERING DESIGN I,Design and implementation of a large group project illustrating the design concepts being taught and promoting team interaction in a professional setting.,Computer Science 3307A/B/Y,"SE 2203A/B, SE 3352A/B, SE 3351A/B, SE 3353A/B","1 lecture hour, 3 tutorial/laboratory hours.",0.50,Software Engineering
Software Engineering 3351A/B SOFTWARE PROJECT & PROCESS MANAGEMENT,"Project Management and Software Process life cycles. Includes detailed analysis of components of each process. Metrics, tools and related standards associated with those components. Integration into a complete software project planning including software effort, scheduling and cost estimation, software quality management, and software risk management.",Computer Science 3377A/B,"SE 2203A/B, SE 2250A/B, ECE 2241A/B, Mathematics 2151A/B, SE 2205A/B, Computer Science 2210A/B, SE 3350A/B","3 lecture hours, 1 tutorial hour",0.50,Software Engineering
Software Engineering 3352A/B SOFTWARE REQUIREMENTS AND ANALYSIS,"Requirements includes a feasibility study of the desired systems, elicitations and analysis of user's needs, the creation of a precise description of what the system should and should not do along with any constraints on its operation and implementation, and the validation of this specification by the users.",Computer Science 4473A/B,"SE 2203A/B, SE 2205A/B, Computer Science 2210A/B, Computer Science 2212A/B/Y","2 lecture hours, 2 laboratory hours",0.50,Software Engineering
Software Engineering 3353A/B HUMAN-COMPUTER INTERFACE DESIGN,"Design and testing of user interfaces for the supervisory control of complex systems. Interfaces for human input and methods for displaying complex data using advanced graphics, interactive visualization methods. Advanced UI development software.",Computer Science 4474A/B,"SE 2203A/B, SE 2205A/B","2 lecture hours, 2 tutorial hours",0.50,Software Engineering
Software Engineering 4410A/B WIRELESS LANS & WANS,"This course concentrates on advanced aspects of switching and routing of complex, diverse LAN, MAN and WAN networks, including the design and provisioning of global intranets. Included is a detailed examination of remote access, including various wireless protocols.",,SE 3314A/B,"3 lecture hours, 2 laboratory hours",0.50,Software Engineering
Software Engineering 4450 SOFTWARE ENGINEERING DESIGN II,"Design and implementation of a large software engineering project. Design, coding, testing and implementation are carried out by individual students or project groups under the supervision of a faculty member. Progress reports and a final engineering report are prepared; each student must deliver a public lecture on the work performed.","CBE 4497, CEE 4441, ECE 4416, MME 4499, Engineering Science 4499","SE 4452A/B, SE 4455A/B","6 laboratory hours, both terms.",1.00,Software Engineering
Software Engineering 4452A/B SOFTWARE TESTING & MAINTENANCE,"The course focuses on software testing, verification and validation, and maintenance issues. Topics include review/inspection, testing techniques, levels of testing (unit, integration, system, acceptance, regression, etc.), and testing tools (static and dynamic). Review of software tools/techniques to manage changes in software and to control the evolution of a software project.",Computer Science 4472A/B,SE 3352A/B,3 lecture hours,0.50,Software Engineering
